timestamp,open,high,low,close,volume
2025-02-05 09:01:00,598.91,598.91,598.32,598.35,655.0
2025-02-05 09:02:00,598.36,598.66,598.34,598.59,1591.0
2025-02-05 09:03:00,598.56,598.67,598.49,598.64,827.0
2025-02-05 09:04:00,598.67,598.84,598.56,598.84,504.0
2025-02-05 09:05:00,598.77,598.9,598.71,598.88,382.0
2025-02-05 09:06:00,598.88,598.92,598.77,598.88,372.0
2025-02-05 09:07:00,598.9,599.04,598.9,599.03,427.0
2025-02-05 09:08:00,599.06,599.06,598.83,598.88,429.0
2025-02-05 09:09:00,598.88,599.08,598.87,598.92,594.0
2025-02-05 09:10:00,598.85,598.89,598.76,598.78,8754.0
2025-02-05 09:11:00,598.81,599.0,598.72,599.0,628.0
2025-02-05 09:12:00,599.01,599.11,599.01,599.1,1219.0
2025-02-05 09:13:00,599.17,599.18,599.16,599.17,256.0
2025-02-05 09:14:00,599.24,599.24,599.13,599.13,108.0
2025-02-05 09:15:00,599.1,599.12,599.0,599.12,1263.0
2025-02-05 09:16:00,599.07,599.12,599.02,599.02,156.0
2025-02-05 09:17:00,599.01,599.01,598.97,598.98,501.0
2025-02-05 09:18:00,598.95,598.96,598.9,598.93,1067.0
2025-02-05 09:19:00,598.86,598.86,598.66,598.71,1123.0
2025-02-05 09:20:00,598.65,598.7,598.64,598.69,146.0
2025-02-05 09:21:00,598.71,598.76,598.68,598.71,178.0
2025-02-05 09:22:00,598.76,598.84,598.64,598.7,768.0
2025-02-05 09:23:00,598.69,598.69,598.46,598.48,1276.0
2025-02-05 09:24:00,598.54,598.66,598.54,598.66,1114.0
2025-02-05 09:25:00,598.55,598.56,598.29,598.29,4781.0
2025-02-05 09:26:00,598.25,598.32,598.15,598.29,1441.0
2025-02-05 09:27:00,598.36,598.55,598.36,598.52,817.0
2025-02-05 09:28:00,598.51,598.51,598.45,598.51,156.0
2025-02-05 09:29:00,598.39,598.45,598.36,598.45,14.0
2025-02-05 09:30:00,598.47,598.47,598.38,598.38,157.0
2025-02-05 09:31:00,598.36,598.43,598.26,598.41,449.0
2025-02-05 09:32:00,598.4,598.49,598.25,598.25,745.0
2025-02-05 09:33:00,598.25,598.3,598.15,598.23,122.0
2025-02-05 09:34:00,598.22,598.27,598.16,598.2,81.0
2025-02-05 09:35:00,598.21,598.3,598.21,598.27,152.0
2025-02-05 09:36:00,598.26,598.42,598.26,598.31,229.0
2025-02-05 09:37:00,598.33,598.33,598.23,598.25,257.0
2025-02-05 09:38:00,598.25,598.28,598.25,598.28,72.0
2025-02-05 09:39:00,598.28,598.34,598.27,598.34,1042.0
2025-02-05 09:40:00,598.18,598.21,598.15,598.2,20.0
2025-02-05 09:41:00,598.18,598.25,598.14,598.25,473.0
2025-02-05 09:42:00,598.25,598.25,598.1,598.1,305.0
2025-02-05 09:43:00,598.09,598.13,597.8,597.81,2023.0
2025-02-05 09:44:00,597.8,597.9,597.7,597.75,532.0
2025-02-05 09:45:00,597.8,597.95,597.8,597.93,724.0
2025-02-05 09:46:00,597.87,597.87,597.83,597.85,707.0
2025-02-05 09:47:00,597.85,597.85,597.82,597.85,12.0
2025-02-05 09:48:00,597.95,598.01,597.9,598.0,653.0
2025-02-05 09:49:00,597.94,597.94,597.8,597.83,129.0
2025-02-05 09:50:00,597.83,597.87,597.795,597.87,209.0
2025-02-05 09:51:00,597.95,597.95,597.91,597.91,113.0
2025-02-05 09:52:00,597.98,597.98,597.9,597.92,236.0
2025-02-05 09:53:00,597.95,598.03,597.95,598.03,293.0
2025-02-05 09:54:00,598.05,598.09,598.0,598.04,2987.0
2025-02-05 09:55:00,598.01,598.1,598.01,598.02,5894.0
2025-02-05 09:56:00,597.99,598.02,597.97,598.02,254.0
2025-02-05 09:57:00,598.06,598.06,597.96,597.96,159.0
2025-02-05 09:58:00,597.95,597.96,597.87,597.96,117.0
2025-02-05 09:59:00,597.93,597.95,597.89,597.89,192.0
2025-02-05 10:00:00,597.92,597.95,597.75,597.8,1160.0
2025-02-05 10:01:00,597.8,597.85,597.65,597.85,330.0
2025-02-05 10:02:00,597.84,597.93,597.84,597.85,111.0
2025-02-05 10:03:00,597.89,598.04,597.89,598.04,334.0
2025-02-05 10:04:00,598.03,598.04,597.91,597.96,176.0
2025-02-05 10:05:00,597.96,598.08,597.96,598.02,237.0
2025-02-05 10:06:00,598.01,598.07,598.0,598.05,867.0
2025-02-05 10:07:00,598.05,598.2,598.05,598.2,120.0
2025-02-05 10:08:00,598.3,598.35,598.24,598.35,289.0
2025-02-05 10:09:00,598.36,598.44,598.36,598.4,4028.0
2025-02-05 10:10:00,598.45,598.45,598.36,598.38,157.0
2025-02-05 10:11:00,598.44,598.55,598.4,598.4,414.0
2025-02-05 10:12:00,598.41,598.41,598.31,598.36,54.0
2025-02-05 10:13:00,598.41,598.41,598.39,598.39,3.0
2025-02-05 10:14:00,598.37,598.41,598.37,598.41,14.0
2025-02-05 10:15:00,598.41,598.41,598.39,598.39,29.0
2025-02-05 10:16:00,598.33,598.41,598.33,598.4,555.0
2025-02-05 10:17:00,598.33,598.33,598.31,598.31,7.0
2025-02-05 10:18:00,598.41,598.43,598.34,598.34,609.0
2025-02-05 10:19:00,598.43,598.51,598.42,598.51,1734.0
2025-02-05 10:20:00,598.49,598.49,598.48,598.48,27.0
2025-02-05 10:21:00,598.43,598.53,598.43,598.47,515.0
2025-02-05 10:22:00,598.4,598.51,598.4,598.5,120.0
2025-02-05 10:23:00,598.5,598.54,598.5,598.54,515.0
